name,weights,inputs,outputs,T,C,M,P,Q,R,S,HS,WS
w0.6_i0.01_o0.0953_C_32,0.6,0.01,0.0953,100,32,32,32,32,3,3,1,1
w0.6_i0.001_o0.0239_C_32,0.6,0.001,0.0239,100,32,32,32,32,3,3,1,1
w0.5_i0.5_o0.2829_C_32,0.5,0.5,0.2829,100,32,32,32,32,3,3,1,1
w0.5_i0.4_o0.2616_C_32,0.5,0.4,0.2616,100,32,32,32,32,3,3,1,1
w0.5_i0.3_o0.2391_C_32,0.5,0.3,0.2391,100,32,32,32,32,3,3,1,1
w0.5_i0.2_o0.2134_C_32,0.5,0.2,0.2134,100,32,32,32,32,3,3,1,1
w0.5_i0.1_o0.1807_C_32,0.5,0.1,0.1807,100,32,32,32,32,3,3,1,1
w0.5_i0.05_o0.1549_C_32,0.5,0.05,0.1549,100,32,32,32,32,3,3,1,1
w0.5_i0.01_o0.0977_C_32,0.5,0.01,0.0977,100,32,32,32,32,3,3,1,1
w0.5_i0.001_o0.0248_C_32,0.5,0.001,0.0248,100,32,32,32,32,3,3,1,1
w0.25_i0.5_o0.2644_C_32,0.25,0.5,0.2644,100,32,32,32,32,3,3,1,1
w0.25_i0.4_o0.2488_C_32,0.25,0.4,0.2488,100,32,32,32,32,3,3,1,1
w0.25_i0.3_o0.2313_C_32,0.25,0.3,0.2313,100,32,32,32,32,3,3,1,1
w0.25_i0.2_o0.2115_C_32,0.25,0.2,0.2115,100,32,32,32,32,3,3,1,1
w0.25_i0.1_o0.1871_C_32,0.25,0.1,0.1871,100,32,32,32,32,3,3,1,1
w0.25_i0.05_o0.1664_C_32,0.25,0.05,0.1664,100,32,32,32,32,3,3,1,1
w0.25_i0.01_o0.1005_C_32,0.25,0.01,0.1005,100,32,32,32,32,3,3,1,1
w0.25_i0.001_o0.0227_C_32,0.25,0.001,0.0227,100,32,32,32,32,3,3,1,1
w0.1_i0.5_o0.2881_C_32,0.1,0.5,0.2881,100,32,32,32,32,3,3,1,1
w0.1_i0.4_o0.2665_C_32,0.1,0.4,0.2665,100,32,32,32,32,3,3,1,1
w0.1_i0.3_o0.2453_C_32,0.1,0.3,0.2453,100,32,32,32,32,3,3,1,1
w0.1_i0.2_o0.2228_C_32,0.1,0.2,0.2228,100,32,32,32,32,3,3,1,1
w0.1_i0.1_o0.1909_C_32,0.1,0.1,0.1909,100,32,32,32,32,3,3,1,1
w0.1_i0.05_o0.1552_C_32,0.1,0.05,0.1552,100,32,32,32,32,3,3,1,1
w0.1_i0.01_o0.0699_C_32,0.1,0.01,0.0699,100,32,32,32,32,3,3,1,1
w0.1_i0.001_o0.0107_C_32,0.1,0.001,0.0107,100,32,32,32,32,3,3,1,1
w1.0_i0.5_o0.3416_C_64,1.0,0.5,0.3416,100,64,64,32,32,3,3,1,1
w1.0_i0.4_o0.3156_C_64,1.0,0.4,0.3156,100,64,64,32,32,3,3,1,1
w1.0_i0.3_o0.2872_C_64,1.0,0.3,0.2872,100,64,64,32,32,3,3,1,1
w1.0_i0.2_o0.2543_C_64,1.0,0.2,0.2543,100,64,64,32,32,3,3,1,1
w1.0_i0.1_o0.211_C_64,1.0,0.1,0.211,100,64,64,32,32,3,3,1,1
w1.0_i0.05_o0.1781_C_64,1.0,0.05,0.1781,100,64,64,32,32,3,3,1,1
w1.0_i0.01_o0.1094_C_64,1.0,0.01,0.1094,100,64,64,32,32,3,3,1,1
w1.0_i0.001_o0.028_C_64,1.0,0.001,0.028,100,64,64,32,32,3,3,1,1
w0.8_i0.5_o0.3438_C_64,0.8,0.5,0.3438,100,64,64,32,32,3,3,1,1
w0.8_i0.4_o0.3208_C_64,0.8,0.4,0.3208,100,64,64,32,32,3,3,1,1
w0.8_i0.3_o0.2949_C_64,0.8,0.3,0.2949,100,64,64,32,32,3,3,1,1
w0.8_i0.2_o0.2638_C_64,0.8,0.2,0.2638,100,64,64,32,32,3,3,1,1
w0.8_i0.1_o0.2204_C_64,0.8,0.1,0.2204,100,64,64,32,32,3,3,1,1
w0.8_i0.05_o0.1864_C_64,0.8,0.05,0.1864,100,64,64,32,32,3,3,1,1
w0.8_i0.01_o0.1175_C_64,0.8,0.01,0.1175,100,64,64,32,32,3,3,1,1
w0.8_i0.001_o0.0321_C_64,0.8,0.001,0.0321,100,64,64,32,32,3,3,1,1
w0.6_i0.5_o0.3223_C_64,0.6,0.5,0.3223,100,64,64,32,32,3,3,1,1
w0.6_i0.4_o0.2995_C_64,0.6,0.4,0.2995,100,64,64,32,32,3,3,1,1
w0.6_i0.3_o0.2756_C_64,0.6,0.3,0.2756,100,64,64,32,32,3,3,1,1
w0.6_i0.2_o0.2467_C_64,0.6,0.2,0.2467,100,64,64,32,32,3,3,1,1
w0.6_i0.1_o0.2096_C_64,0.6,0.1,0.2096,100,64,64,32,32,3,3,1,1
w0.6_i0.05_o0.1813_C_64,0.6,0.05,0.1813,100,64,64,32,32,3,3,1,1
w0.6_i0.01_o0.123_C_64,0.6,0.01,0.123,100,64,64,32,32,3,3,1,1
w0.6_i0.001_o0.0379_C_64,0.6,0.001,0.0379,100,64,64,32,32,3,3,1,1
w0.5_i0.5_o0.323_C_64,0.5,0.5,0.323,100,64,64,32,32,3,3,1,1
w0.5_i0.4_o0.3011_C_64,0.5,0.4,0.3011,100,64,64,32,32,3,3,1,1
w0.5_i0.3_o0.2768_C_64,0.5,0.3,0.2768,100,64,64,32,32,3,3,1,1
w0.5_i0.2_o0.2495_C_64,0.5,0.2,0.2495,100,64,64,32,32,3,3,1,1
w0.5_i0.1_o0.2129_C_64,0.5,0.1,0.2129,100,64,64,32,32,3,3,1,1
w0.5_i0.05_o0.1852_C_64,0.5,0.05,0.1852,100,64,64,32,32,3,3,1,1
w0.5_i0.01_o0.1284_C_64,0.5,0.01,0.1284,100,64,64,32,32,3,3,1,1
w0.5_i0.001_o0.0417_C_64,0.5,0.001,0.0417,100,64,64,32,32,3,3,1,1
w0.25_i0.5_o0.3262_C_64,0.25,0.5,0.3262,100,64,64,32,32,3,3,1,1
w0.25_i0.4_o0.309_C_64,0.25,0.4,0.309,100,64,64,32,32,3,3,1,1
w0.25_i0.3_o0.2892_C_64,0.25,0.3,0.2892,100,64,64,32,32,3,3,1,1
w0.25_i0.2_o0.2658_C_64,0.25,0.2,0.2658,100,64,64,32,32,3,3,1,1
w0.25_i0.1_o0.2328_C_64,0.25,0.1,0.2328,100,64,64,32,32,3,3,1,1
w0.25_i0.05_o0.2069_C_64,0.25,0.05,0.2069,100,64,64,32,32,3,3,1,1
w0.25_i0.01_o0.1404_C_64,0.25,0.01,0.1404,100,64,64,32,32,3,3,1,1
w0.25_i0.001_o0.0384_C_64,0.25,0.001,0.0384,100,64,64,32,32,3,3,1,1
w0.1_i0.5_o0.3509_C_64,0.1,0.5,0.3509,100,64,64,32,32,3,3,1,1
w0.1_i0.4_o0.3273_C_64,0.1,0.4,0.3273,100,64,64,32,32,3,3,1,1
w0.1_i0.3_o0.3031_C_64,0.1,0.3,0.3031,100,64,64,32,32,3,3,1,1
w0.1_i0.2_o0.2742_C_64,0.1,0.2,0.2742,100,64,64,32,32,3,3,1,1
w0.1_i0.1_o0.2377_C_64,0.1,0.1,0.2377,100,64,64,32,32,3,3,1,1
w0.1_i0.05_o0.2064_C_64,0.1,0.05,0.2064,100,64,64,32,32,3,3,1,1
w0.1_i0.01_o0.112_C_64,0.1,0.01,0.112,100,64,64,32,32,3,3,1,1
w0.1_i0.001_o0.022_C_64,0.1,0.001,0.022,100,64,64,32,32,3,3,1,1
w1.0_i0.5_o0.3668_C_128,1.0,0.5,0.3668,100,128,128,32,32,3,3,1,1
w1.0_i0.4_o0.3416_C_128,1.0,0.4,0.3416,100,128,128,32,32,3,3,1,1
w1.0_i0.3_o0.3132_C_128,1.0,0.3,0.3132,100,128,128,32,32,3,3,1,1
w1.0_i0.2_o0.2799_C_128,1.0,0.2,0.2799,100,128,128,32,32,3,3,1,1
w1.0_i0.1_o0.2358_C_128,1.0,0.1,0.2358,100,128,128,32,32,3,3,1,1
w1.0_i0.05_o0.2029_C_128,1.0,0.05,0.2029,100,128,128,32,32,3,3,1,1
w1.0_i0.01_o0.1388_C_128,1.0,0.01,0.1388,100,128,128,32,32,3,3,1,1
w1.0_i0.001_o0.0494_C_128,1.0,0.001,0.0494,100,128,128,32,32,3,3,1,1
w0.8_i0.5_o0.3565_C_128,0.8,0.5,0.3565,100,128,128,32,32,3,3,1,1
w0.8_i0.4_o0.3313_C_128,0.8,0.4,0.3313,100,128,128,32,32,3,3,1,1
w0.8_i0.3_o0.304_C_128,0.8,0.3,0.304,100,128,128,32,32,3,3,1,1
w0.8_i0.2_o0.2726_C_128,0.8,0.2,0.2726,100,128,128,32,32,3,3,1,1
w0.8_i0.1_o0.2316_C_128,0.8,0.1,0.2316,100,128,128,32,32,3,3,1,1
w0.8_i0.05_o0.2012_C_128,0.8,0.05,0.2012,100,128,128,32,32,3,3,1,1
w0.8_i0.01_o0.1434_C_128,0.8,0.01,0.1434,100,128,128,32,32,3,3,1,1
w0.8_i0.001_o0.0552_C_128,0.8,0.001,0.0552,100,128,128,32,32,3,3,1,1
w0.6_i0.5_o0.3246_C_128,0.6,0.5,0.3246,100,128,128,32,32,3,3,1,1
w0.6_i0.4_o0.3059_C_128,0.6,0.4,0.3059,100,128,128,32,32,3,3,1,1
w0.6_i0.3_o0.285_C_128,0.6,0.3,0.285,100,128,128,32,32,3,3,1,1
w0.6_i0.2_o0.2603_C_128,0.6,0.2,0.2603,100,128,128,32,32,3,3,1,1
w0.6_i0.1_o0.2278_C_128,0.6,0.1,0.2278,100,128,128,32,32,3,3,1,1
w0.6_i0.05_o0.2029_C_128,0.6,0.05,0.2029,100,128,128,32,32,3,3,1,1
w0.6_i0.01_o0.1513_C_128,0.6,0.01,0.1513,100,128,128,32,32,3,3,1,1
w0.6_i0.001_o0.0627_C_128,0.6,0.001,0.0627,100,128,128,32,32,3,3,1,1
w0.5_i0.5_o0.3041_C_128,0.5,0.5,0.3041,100,128,128,32,32,3,3,1,1
w0.5_i0.4_o0.2856_C_128,0.5,0.4,0.2856,100,128,128,32,32,3,3,1,1
w0.5_i0.3_o0.2663_C_128,0.5,0.3,0.2663,100,128,128,32,32,3,3,1,1
w0.5_i0.2_o0.2446_C_128,0.5,0.2,0.2446,100,128,128,32,32,3,3,1,1
w0.5_i0.1_o0.2167_C_128,0.5,0.1,0.2167,100,128,128,32,32,3,3,1,1
w0.5_i0.05_o0.1955_C_128,0.5,0.05,0.1955,100,128,128,32,32,3,3,1,1
w0.5_i0.01_o0.1515_C_128,0.5,0.01,0.1515,100,128,128,32,32,3,3,1,1
w0.5_i0.001_o0.0645_C_128,0.5,0.001,0.0645,100,128,128,32,32,3,3,1,1
w0.25_i0.5_o0.3579_C_128,0.25,0.5,0.3579,100,128,128,32,32,3,3,1,1
w0.25_i0.4_o0.3347_C_128,0.25,0.4,0.3347,100,128,128,32,32,3,3,1,1
w0.25_i0.3_o0.3097_C_128,0.25,0.3,0.3097,100,128,128,32,32,3,3,1,1
w0.25_i0.2_o0.2813_C_128,0.25,0.2,0.2813,100,128,128,32,32,3,3,1,1
w0.25_i0.1_o0.2454_C_128,0.25,0.1,0.2454,100,128,128,32,32,3,3,1,1
w0.25_i0.05_o0.2198_C_128,0.25,0.05,0.2198,100,128,128,32,32,3,3,1,1
w0.25_i0.01_o0.1698_C_128,0.25,0.01,0.1698,100,128,128,32,32,3,3,1,1
w0.25_i0.001_o0.0628_C_128,0.25,0.001,0.0628,100,128,128,32,32,3,3,1,1
w0.1_i0.5_o0.325_C_128,0.1,0.5,0.325,100,128,128,32,32,3,3,1,1
w0.1_i0.4_o0.3042_C_128,0.1,0.4,0.3042,100,128,128,32,32,3,3,1,1
w0.1_i0.3_o0.2835_C_128,0.1,0.3,0.2835,100,128,128,32,32,3,3,1,1
w0.1_i0.2_o0.2607_C_128,0.1,0.2,0.2607,100,128,128,32,32,3,3,1,1
w0.1_i0.1_o0.2335_C_128,0.1,0.1,0.2335,100,128,128,32,32,3,3,1,1
w0.1_i0.05_o0.2149_C_128,0.1,0.05,0.2149,100,128,128,32,32,3,3,1,1
w0.1_i0.01_o0.1528_C_128,0.1,0.01,0.1528,100,128,128,32,32,3,3,1,1
w0.1_i0.001_o0.0398_C_128,0.1,0.001,0.0398,100,128,128,32,32,3,3,1,1
